Date,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Revenue,Discount,Profit,Cost
29/10/2022,Germany,Hamburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",27,38,50,1256,94,230,1026
29/10/2022,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1,1898,3375,2666,709,768,1898
29/10/2022,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,2936,439,1038,1898
29/10/2022,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,3898,742,1366,2532
29/10/2022,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1833,487,567,1266
29/10/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,4251,635,1141,3110
29/10/2022,Germany,Hamburg,Clothing,Socks,"Racing Socks, M",5,3,9,42,3,27,15
29/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,45,1,22,23
29/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
29/10/2022,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,71,19,35,36
29/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,93,2,55,38
29/10/2022,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,53,12,27,26
29/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,12,2,5,7
29/10/2022,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,22,12,33,566,160,302,264
29/10/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,19,5,7,12
29/10/2022,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,47,3,22,25
29/10/2022,Australia,Queensland,Clothing,Vests,"Classic Vest, L",5,24,64,269,51,149,120
29/10/2022,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,72,3,42,30
29/10/2022,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,49,1,29,20
29/10/2022,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,23,3,8,160,24,91,69
29/10/2022,United States,California,Accessories,Fenders,Fender Set - Mountain,1,8,22,22,0,14,8
29/10/2022,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,7,8,22,132,22,76,56
29/10/2022,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, M",11,9,24,230,34,131,99
29/10/2022,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,482,78,274,208
29/10/2022,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,316,69,173,143
29/10/2022,Germany,Hamburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",27,38,50,1256,94,230,1026
29/10/2022,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1,1898,3375,2666,709,768,1898
29/10/2022,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,2936,439,1038,1898
29/10/2022,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,3898,742,1366,2532
29/10/2022,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1833,487,567,1266
29/10/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,4251,635,1141,3110
29/10/2022,Germany,Hamburg,Clothing,Socks,"Racing Socks, M",5,3,9,42,3,27,15
29/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,45,1,22,23
29/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
29/10/2022,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,71,19,35,36
29/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,93,2,55,38
29/10/2022,France,Seine (Paris),Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,53,12,27,26
29/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,12,2,5,7
29/10/2022,United States,Washington,Accessories,Tires and Tubes,HL Road Tire,22,12,33,566,160,302,264
29/10/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,19,5,7,12
29/10/2022,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,47,3,22,25
29/10/2022,Australia,Queensland,Clothing,Vests,"Classic Vest, L",5,24,64,269,51,149,120
28/10/2022,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,112,5,73,39
28/10/2022,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,43,12,21,22
28/10/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,83,12,45,38
28/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9,156,6,30,126
28/10/2022,United States,California,Accessories,Fenders,Fender Set - Mountain,20,8,22,431,9,271,160
28/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,518,77,297,221
28/10/2022,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,235,35,25,210
28/10/2022,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,84,24,0,84
28/10/2022,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,1452,60,276,1176
28/10/2022,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,1004,76,316,688
28/10/2022,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,1033,227,565,468
28/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,31,1,15,16
28/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,67,3,39,28
28/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,103,2,61,42
28/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,20,4,8,12
28/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,5,0,3,2
28/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,97,19,68,29
28/10/2022,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,14,13,35,387,103,205,182
28/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,101,4,59,42
28/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,712,30,251,461
28/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,712,30,251,461
28/10/2022,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,579,163,118,461
28/10/2022,United Kingdom,England,Clothing,Vests,"Classic Vest, L",24,24,64,1475,61,899,576
28/10/2022,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,112,5,73,39
28/10/2022,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,43,12,21,22
28/10/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,83,12,45,38
28/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9,156,6,30,126
28/10/2022,United States,California,Accessories,Fenders,Fender Set - Mountain,20,8,22,431,9,271,160
28/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,518,77,297,221
28/10/2022,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,235,35,25,210
28/10/2022,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,84,24,0,84
28/10/2022,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,1452,60,276,1176
28/10/2022,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,1004,76,316,688
28/10/2022,France,Seine Saint Denis,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,1033,227,565,468
28/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,31,1,15,16
28/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,67,3,39,28
28/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,103,2,61,42
28/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,20,4,8,12
28/10/2022,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,5,0,3,2
28/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,97,19,68,29
28/10/2022,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,14,13,35,387,103,205,182
28/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,101,4,59,42
28/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,712,30,251,461
28/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,712,30,251,461
28/10/2022,United States,Washington,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,579,163,118,461
28/10/2022,United Kingdom,England,Clothing,Vests,"Classic Vest, L",24,24,64,1475,61,899,576
27/10/2022,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,968,145,555,413
27/10/2022,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,178,47,103,75
27/10/2022,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,119,31,59,60
27/10/2022,France,Nord,Clothing,Caps,AWC Logo Cap,1,7,9,8,1,1,7
27/10/2022,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,494,10,305,189
27/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,134,6,82,52
27/10/2022,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,686,14,426,260
27/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,183,27,105,78
27/10/2022,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,960,20,596,364
27/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,609,91,349,260
27/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",20,38,50,980,20,220,760
27/10/2022,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,1075,45,362,713
27/10/2022,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,535,5,191,344
27/10/2022,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 60",1,487,783,619,164,132,487
27/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,20,0,10,10
27/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,10,0,5,5
27/10/2022,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,652,13,405,247
27/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,10,2,7,3
27/10/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,62,18,30,32
27/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,19,1,14,5
27/10/2022,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,2336,48,854,1482
27/10/2022,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,646,96,185,461
27/10/2022,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,968,145,555,413
27/10/2022,France,Val d'Oise,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,178,47,103,75
27/10/2022,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,119,31,59,60
27/10/2022,France,Nord,Clothing,Caps,AWC Logo Cap,1,7,9,8,1,1,7
27/10/2022,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,494,10,305,189
27/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,134,6,82,52
27/10/2022,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,686,14,426,260
27/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,183,27,105,78
27/10/2022,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,960,20,596,364
27/10/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,609,91,349,260
27/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",20,38,50,980,20,220,760
27/10/2022,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,1075,45,362,713
27/10/2022,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,535,5,191,344
27/10/2022,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 60",1,487,783,619,164,132,487
27/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,20,0,10,10
27/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,10,0,5,5
27/10/2022,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,652,13,405,247
27/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,10,2,7,3
27/10/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,62,18,30,32
27/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,19,1,14,5
27/10/2022,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,2336,48,854,1482
27/10/2022,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,646,96,185,461
26/10/2022,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,886,194,481,405
26/10/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,52,8,28,24
26/10/2022,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,39,6,21,18
26/10/2022,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,16,4,8,8
26/10/2022,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,140,40,68,72
26/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,25,7,9,216,9,41,175
26/10/2022,United States,Washington,Clothing,Caps,AWC Logo Cap,28,7,9,197,55,1,196
26/10/2022,United States,California,Accessories,Fenders,Fender Set - Mountain,24,8,22,517,11,325,192
26/10/2022,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",24,9,24,553,23,337,216
26/10/2022,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,684,51,411,273
26/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,302,13,185,117
26/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,874,36,536,338
26/10/2022,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,459,101,251,208
26/10/2022,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,588,112,328,260
26/10/2022,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,710,200,372,338
26/10/2022,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",8,38,50,312,88,8,304
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",27,38,50,1323,27,297,1026
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",8,38,50,392,8,88,304
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,1274,26,286,988
26/10/2022,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,2203,92,951,1252
26/10/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1790,505,538,1252
26/10/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1790,505,538,1252
26/10/2022,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,2934,644,763,2171
26/10/2022,France,Nord,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,2125,318,606,1519
26/10/2022,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,2934,644,763,2171
26/10/2022,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,421,119,77,344
26/10/2022,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,427,113,83,344
26/10/2022,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,1882,358,456,1426
26/10/2022,United States,California,Clothing,Socks,"Racing Socks, M",2,3,9,18,0,12,6
26/10/2022,Australia,Queensland,Clothing,Socks,"Racing Socks, M",7,3,9,53,10,32,21
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,2,0,1,1
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,20,11,29,574,6,354,220
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,41,11,15,26
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,53,1,26,27
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,55,1,27,28
26/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,45,1,22,23
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,51,1,38,13
26/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,17,3,12,5
26/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,12,2,5,7
26/10/2022,United States,California,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,118,2,88,30
26/10/2022,France,Val d'Oise,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,71,19,35,36
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,593,157,318,275
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,569,151,305,264
26/10/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
26/10/2022,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,35,5,25,10
26/10/2022,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,66,10,47,19
26/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,1166,49,411,755
26/10/2022,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,886,194,481,405
26/10/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,52,8,28,24
26/10/2022,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,39,6,21,18
26/10/2022,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,16,4,8,8
26/10/2022,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,140,40,68,72
26/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,25,7,9,216,9,41,175
26/10/2022,United States,Washington,Clothing,Caps,AWC Logo Cap,28,7,9,197,55,1,196
26/10/2022,United States,California,Accessories,Fenders,Fender Set - Mountain,24,8,22,517,11,325,192
26/10/2022,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",24,9,24,553,23,337,216
26/10/2022,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,684,51,411,273
26/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,302,13,185,117
26/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,874,36,536,338
26/10/2022,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,459,101,251,208
26/10/2022,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,588,112,328,260
26/10/2022,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,710,200,372,338
26/10/2022,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",8,38,50,312,88,8,304
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",27,38,50,1323,27,297,1026
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",8,38,50,392,8,88,304
26/10/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,1274,26,286,988
26/10/2022,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,2203,92,951,1252
26/10/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1790,505,538,1252
26/10/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1790,505,538,1252
26/10/2022,France,Seine Saint Denis,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,2934,644,763,2171
26/10/2022,France,Nord,Bikes,Road Bikes,"Road-250 Red, 52",1,1519,2443,2125,318,606,1519
26/10/2022,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,2934,644,763,2171
26/10/2022,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,421,119,77,344
26/10/2022,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,427,113,83,344
26/10/2022,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 42",2,713,1120,1882,358,456,1426
26/10/2022,United States,California,Clothing,Socks,"Racing Socks, M",2,3,9,18,0,12,6
26/10/2022,Australia,Queensland,Clothing,Socks,"Racing Socks, M",7,3,9,53,10,32,21
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,2,0,1,1
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire,20,11,29,574,6,354,220
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,41,11,15,26
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,53,1,26,27
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,55,1,27,28
26/10/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,45,1,22,23
26/10/2022,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,51,1,38,13
26/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,17,3,12,5
26/10/2022,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,12,2,5,7
26/10/2022,United States,California,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,118,2,88,30
26/10/2022,France,Val d'Oise,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,71,19,35,36
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,25,11,30,593,157,318,275
26/10/2022,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,569,151,305,264
26/10/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
26/10/2022,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,35,5,25,10
26/10/2022,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,66,10,47,19
26/10/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,1166,49,411,755
25/10/2022,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,415,62,238,177
25/10/2022,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,44,1,26,18
25/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,11,7,9,95,4,18,77
25/10/2022,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,106,2,22,84
25/10/2022,United States,California,Clothing,Caps,AWC Logo Cap,8,7,9,71,1,15,56
25/10/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,739,31,453,286
25/10/2022,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,617,13,383,234
25/10/2022,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,995,20,618,377
25/10/2022,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,2272,23,1020,1252
25/10/2022,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1997,298,745,1252
25/10/2022,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 60",1,487,783,775,8,288,487
25/10/2022,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,5,13,35,172,3,107,65
25/10/2022,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,109,16,59,50
25/10/2022,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,91,4,53,38
25/10/2022,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,25,7,9,16
25/10/2022,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,50,4,23,27
25/10/2022,Germany,Saarland,Accessories,Tires and Tubes,LL Road Tire,25,8,21,431,94,231,200
25/10/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,36,10,13,23
25/10/2022,United States,California,Accessories,Tires and Tubes,Road Tire Tube,22,1,4,86,2,64,22
25/10/2022,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,44,1,26,18
25/10/2022,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,27,8,21,544,23,328,216
25/10/2022,United States,California,Clothing,Vests,"Classic Vest, S",28,24,64,1756,36,1084,672
25/10/2022,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,415,62,238,177
25/10/2022,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,44,1,26,18
25/10/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,11,7,9,95,4,18,77
25/10/2022,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,106,2,22,84
